sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"{0: ['bee', 'bottle'], 1: ['bottle', 'bee'], 2: ['bottle', 'bee'], 3: ['bottle', 'bee'], 4: ['bottle', 'bee'], 5: ['bottle', 'bee']}",[],"['{""property"": ""trapped""}']","['{""property"": ""trapped""}']","['{""property"": ""trapped""}']",{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
Almost like shattered glass.,shattered glass,glass,shatter,dangerous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['glass', 'shatter'], 1: ['window', 'glass', 'shatter'], 2: ['window', 'glass', 'shatter'], 3: ['window', 'glass', 'shatter'], 4: ['window', 'glass', 'shatter'], 5: ['window', 'glass', 'shatter']}",['window'],"['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'dangerous'},dangerous,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.11111111111111105,{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
so he was trapped as surely as a firefly in a jar .,a firefly in a jar,firefly,jar,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"{0: ['firefly', 'jar'], 1: ['insect', 'firefly', 'jar'], 2: ['insect', 'firefly', 'jar'], 3: ['insect', 'firefly', 'jar'], 4: ['insect', 'firefly', 'jar'], 5: ['insect', 'firefly', 'jar']}",['insect'],"['{""property"": ""trapped beauty""}']","['{""property"": ""captivity""}']","['{""property"": ""captivity""}']",{'property': 'trapped beauty'},trapped beauty,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'captivity'},captivity,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'captivity'},captivity,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
"that thing was too goddamn heavy , and about as useful as a trapdoor on a canoe . ",a trapdoor on a canoe,trapdoor,canoe,unnecessary,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['trapdoor', 'canoe'], 1: ['canoe', 'trapdoor'], 2: ['canoe', 'trapdoor'], 3: ['canoe', 'trapdoor'], 4: ['canoe', 'trapdoor'], 5: ['canoe', 'trapdoor']}",[],"['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']",{'property': 'unexpected'},unexpected,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.11111111111111105,{'property': 'unexpected'},unexpected,0.8888888888888888,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2222222222222222,{'property': 'unexpected'},unexpected,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['clock', 'power'], 1: ['power', 'clock'], 2: ['power', 'clock'], 3: ['power', 'clock'], 4: ['power', 'clock'], 5: ['power', 'clock']}",[],"['{""property"": ""silent""}']","['{""property"": ""nonfunctional""}']","['{""property"": ""silent""}']",{'property': 'silent'},silent,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'nonfunctional'},nonfunctional,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'silent'},silent,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"These impressive attributes however were not very necessary when talking to the general, his emotional responses were about as subtle as a truck to the face.",a truck to the face,truck,face,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 3, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"{0: ['truck', 'face'], 1: ['truck', 'bigger than car', 'face', 'vehicle'], 2: ['truck', 'bigger than car', 'face', 'vehicle'], 3: ['truck', 'bigger than car', 'face', 'vehicle'], 4: ['truck', 'bigger than car', 'face', 'vehicle'], 5: ['truck', 'bigger than car', 'face', 'vehicle']}","['bigger than car', 'vehicle']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'catastrophic'},catastrophic,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'catastrophic'},catastrophic,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'catastrophic'},catastrophic,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
"Striking his spurs deeply into his horse, and giving him bridle enough, the major seemed to shoot forward like a shell through the air.",a shell through the air,shell,air,projectile,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 2)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556,"{0: ['shell', 'air'], 1: ['air', 'shell'], 2: ['air', 'shell'], 3: ['air', 'shell'], 4: ['air', 'shell'], 5: ['air', 'shell']}",[],"['{""property"": ""trajectory""}']","['{""property"": ""projectile""}']","['{""property"": ""projectile""}']",{'property': 'trajectory'},trajectory,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'projectile'},projectile,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,{'property': 'projectile'},projectile,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444
At SwaffhamonSea eligible bachelors were as rare as snow in summer.,snow in summer,snow,summer,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['snow', 'summer'], 1: ['summer', 'white'], 2: ['summer', 'white'], 3: ['summer', 'white'], 4: ['summer', 'white'], 5: ['summer', 'white']}",['white'],"['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']",{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
So the verse is saying that your most selfless and morally good act is as righteous as a used tampon.,a used tampon,tampon,use,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 1)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['tampon', 'use'], 1: ['use', 'tampon'], 2: ['use', 'tampon'], 3: ['use', 'tampon'], 4: ['use', 'tampon'], 5: ['use', 'tampon']}",[],"['{""property"": ""embarrassment""}']","['{""property"": ""awkward""}']","['{""property"": ""unsanitary""}']",{'property': 'embarrassment'},embarrassment,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'awkward'},awkward,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unsanitary'},unsanitary,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['insect', 'windshield'], 1: ['fly', 'flea', 'windshield'], 2: ['fly', 'flea', 'windshield'], 3: ['fly', 'flea', 'windshield'], 4: ['fly', 'flea', 'windshield'], 5: ['fly', 'flea', 'windshield']}","['flea', 'fly']","['{""property"": ""splattered""}']","['{""property"": ""splat""}']","['{""property"": ""splattered""}']",{'property': 'splattered'},splattered,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'splat'},splat,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'splattered'},splattered,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"It may have been a bit before my time, but I still quite like the spaghetti tree",the spaghetti tree,tree,spaghetti,bizarre,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.7777777777777778,1.0,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"{0: ['tree', 'spaghetti'], 1: ['squirrel', 'branch'], 2: ['squirrel', 'branch'], 3: ['squirrel', 'branch'], 4: ['squirrel', 'branch'], 5: ['squirrel', 'branch']}","['branch', 'squirrel']","['{""property"": ""mythical""}']","['{""property"": ""absurdity""}']","['{""property"": ""absurd""}']",{'property': 'mythical'},mythical,1.0,0.0,0.0,0.0,1.0,{'property': 'absurdity'},absurdity,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'absurd'},absurd,1.0,0.0,0.0,0.0,1.0
,automated checkouts,checkout,automate,replacing human employees,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778,"{0: ['checkout', 'automate'], 1: ['self checkout'], 2: ['self checkout'], 3: ['self checkout'], 4: ['self checkout'], 5: ['self checkout']}",['self checkout'],"['{""property"": ""efficiency""}']","['{""property"": ""efficiency""}']","['{""property"": ""efficient shopping experience""}']",{'property': 'efficiency'},efficiency,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,{'property': 'efficiency'},efficiency,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'efficient shopping experience'},efficient shopping experience,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"{0: ['blackboard', 'washed'], 1: ['blackboard', 'washed', 'chalk'], 2: ['washed'], 3: ['washed'], 4: ['washed'], 5: ['washed']}",[],"['{""property"": ""renewal""}']","['{""property"": ""blank""}']","['{""property"": ""unmarked""}']",{'property': 'renewal'},renewal,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'blank'},blank,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unmarked'},unmarked,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"{0: ['dogfish', 'beach'], 1: ['dogfish', 'beach'], 2: ['dogfish', 'beach'], 3: ['dogfish', 'beach'], 4: ['dogfish', 'beach'], 5: ['dogfish', 'beach']}",[],"['{""property"": ""stranded""}']","['{""property"": ""curiosity""}']","['{""property"": ""vulnerability""}']",{'property': 'stranded'},stranded,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'curiosity'},curiosity,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'vulnerability'},vulnerability,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['gun', 'bullet'], 1: ['pistol', 'gun', 'bullet'], 2: ['pistol', 'gun', 'bullet'], 3: ['pistol', 'gun', 'bullet'], 4: ['pistol', 'gun', 'bullet'], 5: ['pistol', 'gun', 'bullet']}",['pistol'],"['{""property"": ""harmless""}']","['{""property"": ""non-threatening""}']","['{""property"": ""harmless""}']",{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'non-threatening'},non-threatening,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'harmless'},harmless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
It is kind of like a needle in the haystack.,a needle in the haystack,needle,haystack,elusive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"{0: ['needle', 'haystack'], 1: ['haystack', 'needle'], 2: ['haystack', 'needle'], 3: ['haystack', 'needle'], 4: ['haystack', 'needle'], 5: ['haystack', 'needle']}",[],"['{""property"": ""hidden""}']","['{""property"": ""hidden""}']","['{""property"": ""hidden""}']",{'property': 'hidden'},hidden,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'hidden'},hidden,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hidden'},hidden,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"{0: ['orchard', 'fruit'], 1: ['apple', 'trees', 'fruit'], 2: ['apple', 'trees', 'fruit'], 3: ['apple', 'trees', 'fruit'], 4: ['apple', 'trees', 'fruit'], 5: ['apple', 'trees', 'fruit']}","['trees', 'apple']","['{""property"": ""barren""}']","['{""property"": ""barren""}']","['{""property"": ""barren""}']",{'property': 'barren'},barren,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'barren'},barren,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'barren'},barren,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
his eyes were as black as the sky between stars .,the sky between stars,sky,star,empty,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['sky', 'star'], 1: ['star', 'sky'], 2: ['star', 'sky'], 3: ['star', 'sky'], 4: ['star', 'sky'], 5: ['star', 'sky']}",[],"['{""property"": ""infinite""}']","['{""property"": ""vastness""}']","['{""property"": ""infinite""}']",{'property': 'infinite'},infinite,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105,{'property': 'vastness'},vastness,0.8888888888888888,1.0,0.8888888888888888,1.0,0.0,{'property': 'infinite'},infinite,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"{0: ['people', 'book'], 1: ['book', 'people'], 2: ['book', 'people'], 3: ['book', 'people'], 4: ['book', 'people'], 5: ['book', 'people']}",[],"['{""property"": ""fictional""}']","['{""property"": ""immortalized""}']","['{""property"": ""immortalized""}']",{'property': 'fictional'},fictional,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'immortalized'},immortalized,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'immortalized'},immortalized,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['lightbulb', 'burn'], 1: ['filament', 'lightbulb'], 2: ['filament', 'lightbulb'], 3: ['filament', 'lightbulb'], 4: ['filament', 'lightbulb'], 5: ['filament', 'lightbulb']}",['filament'],"['{""property"": ""darkness""}']","['{""property"": ""darkness""}']","['{""property"": ""darkness""}']",{'property': 'darkness'},darkness,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'darkness'},darkness,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'darkness'},darkness,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"{0: ['egg', 'country'], 1: ['oval', 'chicken', 'yolk'], 2: ['oval', 'chicken', 'yolk'], 3: ['oval', 'chicken', 'yolk'], 4: ['oval', 'chicken', 'yolk'], 5: ['oval', 'chicken', 'yolk']}","['oval', 'chicken', 'yolk']","['{""property"": ""rustic""}']","['{""property"": ""rustic""}']","['{""property"": ""rustic""}']",{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0
