sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
That bacon will kill you just as quick as a wrench to the head.,a wrench to the head,wrench,head,deadly,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 4, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""injurious""}']","['{""property"": ""injurious""}']","['{""property"": ""injurious""}']",{'property': 'injurious'},injurious,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'injurious'},injurious,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'injurious'},injurious,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
And he sat down absentmindedly like a wooden rooster.,a wooden rooster,rooster,wooden,carved,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""decorative""}']","['{""property"": ""decorative""}']","['{""property"": ""decorative""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'decorative'},decorative,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"I can literally blow it away, and it's just like champagne powder.",champagne powder,powder,champagne,fluffy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(1, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""luxurious""}']","['{""property"": ""luxurious skiing""}']","['{""property"": ""luxurious skiing""}']",{'property': 'luxurious'},luxurious,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'luxurious skiing'},luxurious skiing,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'luxurious skiing'},luxurious skiing,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0
"Without the brain and nerves the body would be just like an army without a commander, or a lot of workmen without an overseer.","an army without a commander, or",army,commander,lack of direction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 4)","(4, 1, 5)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""chaos""}']","['{""property"": ""chaotic""}']","['{""property"": ""disorganized""}']",{'property': 'chaos'},chaos,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'chaotic'},chaotic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disorganized'},disorganized,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667
"and just like a dog 's prey , he was disoriented .",a dog 's prey,prey,dog,disorient,emergent,"(emergent, emergent, 2)","(4, 4, 2)","(3, 2, 1)","(3, 3, 2)",0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""instinctual""}']","['{""property"": ""chase-instinct""}']","['{""property"": ""chase""}']",{'property': 'instinctual'},instinctual,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.0,{'property': 'chase-instinct'},chase-instinct,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'chase'},chase,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.11111111111111105
Also some restaurants put it in pizza crusts which is shitty because I actually like pizza with no cheese.,pizza with no cheese,pizza,cheese,dairy-free,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 3, 2)","(5, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""unconventional""}']","['{""property"": ""unconventional""}']","['{""property"": ""unconventional""}']",{'property': 'unconventional'},unconventional,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unconventional'},unconventional,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'unconventional'},unconventional,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556
"his voice was low , but the anguish in it was as plain as nails on a blackboard . ",nails on a blackboard,nail,blackboard,grating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(5, 5, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""grating""}']","['{""property"": ""grating""}']","['{""property"": ""irritating""}']",{'property': 'grating'},grating,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'grating'},grating,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'irritating'},irritating,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777
"Vocational school is almost like school for the retarded, you know what I mean?",school for the retarded,school,retarded,specialize,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(3, 2, 3)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""controversial""}']","['{""property"": ""controversial""}']","['{""property"": ""stigmatized""}']",{'property': 'controversial'},controversial,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'controversial'},controversial,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'stigmatized'},stigmatized,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
PINEAPPLE AND PIZZA GO TOGETHER LIKE BREAD AND BUTTER,BREAD AND BUTTER,bread,butter,perfect match,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(3, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""simplicity""}']","['{""property"": ""simplicity""}']","['{""property"": ""simplicity""}']",{'property': 'simplicity'},simplicity,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'simplicity'},simplicity,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105,{'property': 'simplicity'},simplicity,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.11111111111111105
i stood there like a living doll while he dressed me in two minutes flat .,a living doll,doll,live,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(2, 3, 2)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.0,False,0.5555555555555556,"['{""property"": ""eerie""}']","['{""property"": ""uncanny""}']","['{""property"": ""uncanny""}']",{'property': 'eerie'},eerie,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'uncanny'},uncanny,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'uncanny'},uncanny,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"You sit there, mouth open like a floundering fish. ",a floundering fish,fish,flounder,gasping for breath,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(4, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""struggling""}']","['{""property"": ""pitiful""}']","['{""property"": ""comical""}']",{'property': 'struggling'},struggling,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'pitiful'},pitiful,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'comical'},comical,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0
,the tallest midget,midget,tall,oxymoronic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'paradoxical'},paradoxical,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'paradoxical'},paradoxical,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
They are sort of like sharks on land.,sharks on land,shark,land,out of place,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(5, 5, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""helplessness""}']","['{""property"": ""vulnerable""}']","['{""property"": ""vulnerable""}']",{'property': 'helplessness'},helplessness,1.0,0.0,0.0,0.0,1.0,{'property': 'vulnerable'},vulnerable,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'vulnerable'},vulnerable,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
