sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_multi_0_generated_,Meta-Llama-3.1-70B-Instruct_multi_1_generated_,Meta-Llama-3.1-70B-Instruct_multi_2_generated_
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""new blackboard"", ""modifier"": ""new""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""new blackboard"", ""modifier"": ""new""}']","['{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""clean blackboard"", ""modifier"": ""clean""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""new blackboard"", ""modifier"": ""new""}']","['{""combination"": ""new blackboard"", ""modifier"": ""new""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}', '{""combination"": ""erased blackboard"", ""modifier"": ""erased""}']"
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}', '{""combination"": ""dead dogfish"", ""modifier"": ""dead""}', '{""combination"": ""taxidermied dogfish"", ""modifier"": ""taxidermied""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","['{""combination"": ""dead dogfish"", ""modifier"": ""dead""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}', '{""combination"": ""dead dogfish"", ""modifier"": ""dead""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}', '{""combination"": ""taxidermied dogfish"", ""modifier"": ""taxidermied""}']","['{""combination"": ""dead dogfish"", ""modifier"": ""dead""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}', '{""combination"": ""dead dogfish"", ""modifier"": ""dead""}', '{""combination"": ""taxidermied dogfish"", ""modifier"": ""taxidermied""}', '{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']"
the memory was as unexpected as a snowstorm in july .,a snowstorm in july,snowstorm,july,surprising,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}', '{""combination"": ""unexpected snowstorm"", ""modifier"": ""unexpected""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}']","['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}', '{""combination"": ""early snowstorm"", ""modifier"": ""early""}', '{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}']","['{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""unexpected snowstorm"", ""modifier"": ""unexpected""}', '{""combination"": ""sudden snowstorm"", ""modifier"": ""sudden""}', '{""combination"": ""unexpected snowstorm"", ""modifier"": ""unexpected""}']"
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']","['{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}', '{""combination"": ""abandoned orchard"", ""modifier"": ""abandoned""}']"
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}']","['{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""imaginary people"", ""modifier"": ""imaginary""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""virtual people"", ""modifier"": ""virtual""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}']","['{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""virtual people"", ""modifier"": ""virtual""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}', '{""combination"": ""fictional people"", ""modifier"": ""fictional""}']"
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""dim lightbulb"", ""modifier"": ""dim""}', '{""combination"": ""dim lightbulb"", ""modifier"": ""dim""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}', '{""combination"": ""dim lightbulb"", ""modifier"": ""dim""}', '{""combination"": ""old lightbulb"", ""modifier"": ""old""}']"
"rage shot through me , but it was as explosive as a wet fuse .",a wet fuse,fuse,wet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}']","['{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""wet fuse"", ""modifier"": ""wet""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}']","['{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}', '{""combination"": ""blown fuse"", ""modifier"": ""blown""}']"
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""rural egg"", ""modifier"": ""rural""}', '{""combination"": ""country egg"", ""modifier"": ""country""}', '{""combination"": ""country egg"", ""modifier"": ""country""}', '{""combination"": ""country egg"", ""modifier"": ""country""}', '{""combination"": ""country egg"", ""modifier"": ""country""}']","['{""combination"": ""free-range egg"", ""modifier"": ""free-range""}', '{""combination"": ""free-range egg"", ""modifier"": ""free-range""}', '{""combination"": ""rural egg"", ""modifier"": ""rural""}', '{""combination"": ""rural egg"", ""modifier"": ""rural""}', '{""combination"": ""rural egg"", ""modifier"": ""rural""}']","['{""combination"": ""rural egg"", ""modifier"": ""rural""}', '{""combination"": ""organic egg"", ""modifier"": ""organic""}', '{""combination"": ""country egg"", ""modifier"": ""country""}', '{""combination"": ""free-range egg"", ""modifier"": ""free-range""}', '{""combination"": ""country egg"", ""modifier"": ""country""}']"
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""left-handed glove for right hand"", ""modifier"": ""for right hand""}', '{""combination"": ""broken glove"", ""modifier"": ""broken""}', '{""combination"": ""broken glove"", ""modifier"": ""broken""}', '{""combination"": ""wet glove"", ""modifier"": ""wet""}', '{""combination"": ""worn-out glove"", ""modifier"": ""worn-out""}']","['{""combination"": ""torn glove"", ""modifier"": ""torn""}', '{""combination"": ""mitten glove"", ""modifier"": ""mitten""}', '{""combination"": ""wet glove"", ""modifier"": ""wet""}', '{""combination"": ""torn glove"", ""modifier"": ""torn""}', '{""combination"": ""torn glove"", ""modifier"": ""torn""}']","['{""combination"": ""torn glove"", ""modifier"": ""torn""}', '{""combination"": ""moldy glove"", ""modifier"": ""moldy""}', '{""combination"": ""wet glove"", ""modifier"": ""wet""}', '{""combination"": ""torn glove"", ""modifier"": ""torn""}', '{""combination"": ""wet glove"", ""modifier"": ""wet""}']"
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}', '{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']"
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""burst dam"", ""modifier"": ""burst""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}']","['{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}']","['{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}', '{""combination"": ""broken dam"", ""modifier"": ""broken""}', '{""combination"": ""burst dam"", ""modifier"": ""burst""}']"
"So many are lazy and as useful as soggy hammers, rainbows for the blind, football bats, Nick Cannons acting career, hearing protection for the deaf, swim cleats, skates for paraplegics, wet paper bags, sealion farts, balls on dildos, Nick Cannons rapping career, cinder block pillows, water knives, spicy tampons, triangular wheels, Nick Cannon as AGT host, reflectionless mirrors, spikes on steering wheels, Nick Cannons Drumline, porous condoms, or Macaulay Culkin after Home Alone.",soggy hammers,hammer,soggy,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}']","['{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}']","['{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""rusted hammer"", ""modifier"": ""rusted""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}', '{""combination"": ""broken hammer"", ""modifier"": ""broken""}']"
"The official then asked the butcher privately, asked him about the story, he answered exactly like the wife's words.",the wife's words,word,wife,hurtful,emergent,"(emergent, emergent, component)","(4, 4, 4)","(2, 4, 3)","(3, 3, 3)",0.0,0.3333333333333333,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""derogatory word"", ""modifier"": ""derogatory""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""hateful word"", ""modifier"": ""hateful""}']","['{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""insulting word"", ""modifier"": ""insulting""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""cruel word"", ""modifier"": ""cruel""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}']","['{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""cruel word"", ""modifier"": ""cruel""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}', '{""combination"": ""harsh word"", ""modifier"": ""harsh""}']"
