sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_combination,o1-mini-2024-09-12_naive_0_modifier,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_combination,o1-mini-2024-09-12_naive_1_modifier,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_combination,o1-mini-2024-09-12_naive_2_modifier,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
This is as hot as a cat in a pan.,a cat in a pan,cat,pan,suffering,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 3, 2)","(1, 2, 2)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""street cat"", ""modifier"": ""street""}']","['{""combination"": ""stray cat"", ""modifier"": ""stray""}']","['{""combination"": ""old cat"", ""modifier"": ""old""}']","{'combination': 'street cat', 'modifier': 'street'}",street cat,street,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,"{'combination': 'stray cat', 'modifier': 'stray'}",stray cat,stray,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'old cat', 'modifier': 'old'}",old cat,old,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
And he sat down absentmindedly like a wooden rooster.,a wooden rooster,rooster,wooden,carved,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}']","['{""combination"": ""statue rooster"", ""modifier"": ""statue""}']","{'combination': 'wooden rooster', 'modifier': 'wooden'}",wooden rooster,wooden,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'wooden rooster', 'modifier': 'wooden'}",wooden rooster,wooden,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,"{'combination': 'statue rooster', 'modifier': 'statue'}",statue rooster,statue,1.0,1.0,1.0,0.0
"with my brother gone , it would all fall apart like a wet cigar if it were n't for the few remaining responsible adults like my own self . ''",a wet cigar,cigar,wet,useless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 2, 1)","(3, 4, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""decorative cigar"", ""modifier"": ""decorative""}']","['```json\n{""combination"": ""novelty cigar"", ""modifier"": ""novelty""}\n```']","['{""combination"": ""decorative cigar"", ""modifier"": ""decorative""}']","{'combination': 'decorative cigar', 'modifier': 'decorative'}",decorative cigar,decorative,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'novelty cigar', 'modifier': 'novelty'}",novelty cigar,novelty,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'decorative cigar', 'modifier': 'decorative'}",decorative cigar,decorative,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""hidden fountain"", ""modifier"": ""hidden""}']","['{""combination"": ""silent fountain"", ""modifier"": ""silent""}']","['```json\n{""combination"": ""hidden fountain"", ""modifier"": ""hidden""}\n```']","{'combination': 'hidden fountain', 'modifier': 'hidden'}",hidden fountain,hide,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'silent fountain', 'modifier': 'silent'}",silent fountain,silent,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'hidden fountain', 'modifier': 'hidden'}",hidden fountain,hide,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"I can literally blow it away, and it's just like champagne powder.",champagne powder,powder,champagne,fluffy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(1, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""light powder"", ""modifier"": ""light""}']","['{""combination"": ""fine powder"", ""modifier"": ""fine""}']","['{""combination"": ""baby powder"", ""modifier"": ""baby""}']","{'combination': 'light powder', 'modifier': 'light'}",light powder,light,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'fine powder', 'modifier': 'fine'}",fine powder,fine,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'baby powder', 'modifier': 'baby'}",baby powder,baby,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"Without the brain and nerves the body would be just like an army without a commander, or a lot of workmen without an overseer.","an army without a commander, or",army,commander,lack of direction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 4)","(4, 1, 5)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""dispersed army"", ""modifier"": ""dispersed""}']","['{""combination"": ""divided army"", ""modifier"": ""divided""}']","['{""combination"": ""divided army"", ""modifier"": ""divided""}']","{'combination': 'dispersed army', 'modifier': 'dispersed'}",dispersed army,disperse,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'divided army', 'modifier': 'divided'}",divided army,divide,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'divided army', 'modifier': 'divided'}",divided army,divide,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
Also some restaurants put it in pizza crusts which is shitty because I actually like pizza with no cheese.,pizza with no cheese,pizza,cheese,dairy-free,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 3, 2)","(5, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""marinara pizza"", ""modifier"": ""marinara""}']","['{""combination"": ""cheeseless pizza"", ""modifier"": ""cheeseless""}']","['{""combination"": ""tomato-based pizza"", ""modifier"": ""tomato-based""}']","{'combination': 'marinara pizza', 'modifier': 'marinara'}",marinara pizza,marinara,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'cheeseless pizza', 'modifier': 'cheeseless'}",cheeseless pizza,cheeseless,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'tomato-based pizza', 'modifier': 'tomato-based'}",tomato-based pizza,tomato,0.0,1.0,1.0,0.0
"his voice was low , but the anguish in it was as plain as nails on a blackboard . ",nails on a blackboard,nail,blackboard,grating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(5, 5, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""rough nail"", ""modifier"": ""rough""}']","['{""combination"": ""rough nail"", ""modifier"": ""rough""}']","['{""combination"": ""metal nail"", ""modifier"": ""metal""}']","{'combination': 'rough nail', 'modifier': 'rough'}",rough nail,rough,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'rough nail', 'modifier': 'rough'}",rough nail,rough,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'metal nail', 'modifier': 'metal'}",metal nail,metal,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
"As every one gave him a nickel or dime at each ford, and the guidon staff was simply a most convenient alpenstock, he was the envy of all the others as he slowly but surely amassed his gains not so slowly either, for the river made so many windings from one side of its high walled valley to the other, that his receipts rivaled a western railroad in the matter of mileage, but the locomotion was scarcely as comfortable as railroad travel.",railroad travel,travel,railroad,comfortable,emergent,"(component, emergent, emergent)","(4, 4, 4)","(4, 2, 3)","(3, 3, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""smooth travel"", ""modifier"": ""smooth""}']","['{""combination"": ""smooth travel"", ""modifier"": ""smooth""}']","['{""combination"": ""smooth travel"", ""modifier"": ""smooth""}']","{'combination': 'smooth travel', 'modifier': 'smooth'}",smooth travel,smooth,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'smooth travel', 'modifier': 'smooth'}",smooth travel,smooth,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'smooth travel', 'modifier': 'smooth'}",smooth travel,smooth,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"Thus although, most of the science establishments in the major NICs can be said to be doing fairly well, none of them have been as successful as the developed countries.",the developed countries,country,develop,affluent,emergent,"(component, emergent, emergent)","(4, 5, 5)","(2, 2, 3)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""developed country"", ""modifier"": ""developed""}']","['{""combination"": ""industrial country"", ""modifier"": ""industrial""}']","['{""combination"": ""developed country"", ""modifier"": ""developed""}']","{'combination': 'developed country', 'modifier': 'developed'}",developed country,develop,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'industrial country', 'modifier': 'industrial'}",industrial country,industrial,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'developed country', 'modifier': 'developed'}",developed country,develop,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
PINEAPPLE AND PIZZA GO TOGETHER LIKE BREAD AND BUTTER,BREAD AND BUTTER,bread,butter,perfect match,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(3, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""buttered bread"", ""modifier"": ""buttered""}']","['{""combination"": ""buttered bread"", ""modifier"": ""buttered""}']","['{""combination"": ""butter bread"", ""modifier"": ""butter""}']","{'combination': 'buttered bread', 'modifier': 'buttered'}",buttered bread,butter,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'buttered bread', 'modifier': 'buttered'}",buttered bread,butter,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'butter bread', 'modifier': 'butter'}",butter bread,butter,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"You sit there, mouth open like a floundering fish. ",a floundering fish,fish,flounder,gasping for breath,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(4, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""struggling fish"", ""modifier"": ""struggling""}']","['{""combination"": ""stranded fish"", ""modifier"": ""stranded""}']","['{""combination"": ""stranded fish"", ""modifier"": ""stranded""}']","{'combination': 'struggling fish', 'modifier': 'struggling'}",struggling fish,struggle,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,"{'combination': 'stranded fish', 'modifier': 'stranded'}",stranded fish,strand,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stranded fish', 'modifier': 'stranded'}",stranded fish,strand,1.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
"and then he took off out of here like a bat out of a sunrise , '' sidney finished . ",a bat out of a sunrise,bat,sunrise,disappear,emergent,"(emergent, component, emergent)","(3, 5, 4)","(2, 3, 3)","(3, 3, 3)",0.0,0.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""magic bat"", ""modifier"": ""magic""}']","['{""combination"": ""magic bat"", ""modifier"": ""magic""}']","['{""combination"": ""small bat"", ""modifier"": ""small""}']","{'combination': 'magic bat', 'modifier': 'magic'}",magic bat,magic,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'magic bat', 'modifier': 'magic'}",magic bat,magic,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'small bat', 'modifier': 'small'}",small bat,small,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
"come along , grasp my hand properly amelia , you are as limp as a gasping fish . ",a gasping fish,fish,gasp,suffocating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""many fish"", ""modifier"": ""many""}']","['{""combination"": ""covered fish"", ""modifier"": ""covered""}']","['{""combination"": ""trapped fish"", ""modifier"": ""trapped""}']","{'combination': 'many fish', 'modifier': 'many'}",many fish,many,0.3333333333333333,0.0,0.0,0.3333333333333333,"{'combination': 'covered fish', 'modifier': 'covered'}",covered fish,cover,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'trapped fish', 'modifier': 'trapped'}",trapped fish,trap,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
,the tallest midget,midget,tall,oxymoronic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""giant midget"", ""modifier"": ""giant""}']","['{""combination"": ""giant midget"", ""modifier"": ""giant""}']","['{""combination"": ""giant midget"", ""modifier"": ""giant""}']","{'combination': 'giant midget', 'modifier': 'giant'}",giant midget,giant,1.0,0.0,0.0,1.0,"{'combination': 'giant midget', 'modifier': 'giant'}",giant midget,giant,1.0,0.0,0.0,1.0,"{'combination': 'giant midget', 'modifier': 'giant'}",giant midget,giant,1.0,0.0,0.0,1.0
goddamn chinese were as doublefaced as a twoheaded dragon .,a twoheaded dragon,dragon,twoheaded,duplicitous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 5, 5)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""hidden dragon"", ""modifier"": ""hidden""}']","['{""combination"": ""shadow dragon"", ""modifier"": ""shadow""}']","['{""combination"": ""shadow dragon"", ""modifier"": ""shadow""}']","{'combination': 'hidden dragon', 'modifier': 'hidden'}",hidden dragon,hide,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'shadow dragon', 'modifier': 'shadow'}",shadow dragon,shadow,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'shadow dragon', 'modifier': 'shadow'}",shadow dragon,shadow,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105
They are sort of like sharks on land.,sharks on land,shark,land,out of place,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(5, 5, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""space shark"", ""modifier"": ""space""}']","['{""combination"": ""flying shark"", ""modifier"": ""flying""}']","['{""combination"": ""flying shark"", ""modifier"": ""flying""}']","{'combination': 'space shark', 'modifier': 'space'}",space shark,space,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'flying shark', 'modifier': 'flying'}",flying shark,fly,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'flying shark', 'modifier': 'flying'}",flying shark,fly,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
