sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max
"Just shows how an injury like a broken neck may not be as deadly as a sliced artery, but it requires hell of a recovery.",a sliced artery,artery,sliced,deadly,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 2)","(5, 5, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
Makes your face as clear as a doctored photo!,a doctored photo,photo,doctor,fake,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"The silence was as deep as the stillness of the dead but, by the light of the westering moon, he made his way among the white tombstones, and the rubbish of the builders, to the eastern corner where Sir Thomas Waldron lay.",the stillness of the dead,stillness,dead,haunt,emergent,"(component, emergent, emergent)","(2, 5, 5)","(1, 2, 4)","(3, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It was indeed, the view on the patio is almost as nice as the view from the basement.",the view from the basement,view,basement,limit,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Here I got to lie still like a mouse under a broom.,a mouse under a broom,mouse,broom,hide,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 5, 4)","(2, 3, 2)",0.0,0.5555555555555556,0.7777777777777778,0.0,False,0.7777777777777778
"The age of hoplites was as remote as the age of cavalry, and the phalanxes are only mentioned when they are broken.",the age of cavalry,age,cavalry,remote,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 3, 3)","(2, 2, 2)",0.6666666666666667,0.7777777777777778,0.0,0.1111111111111111,False,0.1111111111111111
"it was probably more like a kid in headlights first, I guess something like 30,000 kids died to vehicular manslaughter 2 years after the introduction of mass market vehicles.",a kid in headlights,kid,headlight,startle,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(2, 4, 3)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"1 a drink is usually tipped when its one to three drinks being made at a time leaving change can be considered insulting, sort of like a backhanded compliment.",a backhanded compliment,compliment,backhand,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(3, 3, 4)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 4, 1)","(1, 3, 1)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.1111111111111111,False,0.2222222222222222
"John Frankenheimer shot his ride full of bullet holes, and Guy Ritchie takes his beamer on a Ferris Buellerlike joyride, with Madonna being tossed around like a sack of melons.",a sack of melons,sack,melon,unwieldy,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"It goes with high intellect just like dark humour, bucking the trend, and prolific use of offensive language",dark humour,humour,dark,subversive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 5)","(4, 4, 4)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,True,0.5555555555555556
"Then a wild php dev roams over and says, Modern php isn't bad like the old versions, but no one will give it a chance.",the old versions,version,old,inferior,emergent,"(emergent, emergent, component)","(4, 4, 4)","(1, 1, 2)","(1, 3, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"We ought to do something good, just like big folks when theyve been bad.",big folks,folk,big,adult,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 3, 2)","(3, 3, 3)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778
"However, they could not keep the presents a secret, as Phil knew about them, and finally Nan told Ran the whole story, ending with We're just like girls in a book, aren't we?",girls in a book,girl,book,idealize,emergent,"(emergent, component, emergent)","(5, 5, 3)","(4, 3, 2)","(3, 4, 2)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
It is almost like a ladys voice.,a ladys voice,voice,ladys,soothe,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 4, 4)","(3, 3, 4)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
She was as invisible as the moon at midday.,the moon at midday,moon,midday,invisible,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 5, 5)",0.0,0.3333333333333333,0.3333333333333333,0.0,False,0.3333333333333333
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up.",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(2, 2, 3)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111
There was something suspiciously like a sob from beyond the door.,a sob from beyond the door,sob,door,ominous,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(2, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"Life, I said to myself, is as empty as a used cantaloupe.",a used cantaloupe,cantaloupe,used,discard,emergent,"(emergent, emergent, emergent)","(4, 4, 3)","(2, 2, 2)","(4, 3, 4)",0.2222222222222222,0.7777777777777778,0.1111111111111111,0.5555555555555556,False,0.5555555555555556
"But he was caught now like a wolf in a trap, and he knew he had little to hope for, little to fear.",a wolf in a trap,wolf,trap,struggling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 5, 4)",0.11111111111111105,0.8888888888888888,0.2222222222222222,0.7777777777777778,False,0.7777777777777778
"It should be as obvious as not swallowing poison, it doesn't seem to be, as they are doing one and not the other.",not swallowing poison,poison,swallow,advisable,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 1)","(1, 3, 2)",1.0,1.0,0.0,0.0,False,0.0
I'm just as happy as a bee in clover.,a bee in clover,bee,clover,happy,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 2, 3)","(1, 3, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"My word, they must be as stupid as pans without handles to call you a lunatic  A lunatic!",pans without handles,pan,handle,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
"You know, its amazing to me, if the water is only as deep as possibly four or five feet, why nobody has found this suitcase up until now, Rupa.",possibly four or five feet,foot,possibly,shallow,emergent,"(emergent, 2, emergent)","(4, 2, 4)","(4, 3, 1)","(2, 1, 1)",0.3333333333333333,0.3333333333333333,0.0,0.0,False,0.0
No he's as helpless as a fly in amber he must go with his state or be lost.,a fly in amber,fly,amber,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(2, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"out there like a dying beast , begging for water . ''",a dying beast,beast,die,suffer,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 4, 5)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
Now we can poke and wave at each other like lucid fools.,lucid fools,fool,lucid,clear-thinking,emergent,"(emergent, component, emergent)","(4, 2, 4)","(1, 1, 1)","(5, 3, 5)",0.0,0.0,0.0,0.8888888888888888,False,0.8888888888888888
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,unusual,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
The rain must be terrible for the deadto be all wet and old like a fallen leaf.,a fallen leaf,leaf,fall,lifeless,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
The date of this manuscript is pushed as high as the eleventh century but I doubt this antiquity.,the eleventh century,century,eleventh,ancient,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(3, 3, 2)","(2, 2, 1)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"i came off stage after the encore , after wed done a cooking version of i love my aunt jemima , skippy going wild like a man possessed , and maybe he was , man , maybe he was .",a man possessed,man,possess,frenzied,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"Fred's love for hershe felt sure he had loved herwas only hidden away like the flowers under the snow, to bloom forth again in spring.",the flowers under the snow,flower,snow,hide,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"I am rather glad I did not see him though for nothing would induce him to wear evening clothes or a shirt front and he insisted on going in his bicycling suit and such a soiled red tie and oh his hair it was really like a crows nest, I don't know what Mr. and Mrs. Woodcock would have said if he had suddenly burst out with that dreadful 'Tommy Atkins.'",a crows nest,nest,crow,untidy,emergent,"(emergent, emergent, emergent)","(3, 4, 4)","(2, 3, 4)","(1, 2, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Cultivated fields on which there are growing crops are nearly twice as bright as wooded areas, depending, of course, upon the denseness of the vegetation.",wooded areas,area,woode,shadow,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 2, 3)","(4, 5, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
Marriage is as impossible as immediate canonization.,immediate canonization,canonization,immediate,unattainable,emergent,"(2, emergent, emergent)","(1, 5, 5)","(1, 4, 3)","(1, 5, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
"In a review for a 2014 reissue, John Clarke of The Independent highlighted several tracks and wrote that perhaps like a box of chocolates theres a bit too much to take at one sitting.",a box of chocolates,box,chocolate,unpredictable,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(1, 1, 2)","(3, 2, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
All else concerning myself is as uncongenial as the gathering mists. ,the gathering mists,mist,gathering,ominous,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 4, 3)","(4, 4, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Just think what it means to have everybody believe in you, to have everybody that has ever had any dealings with you feel that, there is a man as clean as a hounds tooth and as straight as a die no wavering, no shuffling, no sneaking, no apologizing, no streak of any kind in his honesty you can always rely on his word.",a die no wavering,die,wavering,steadfastness,emergent,"(emergent, emergent, emergent)","(4, 3, 4)","(2, 2, 3)","(1, 5, 5)",1.0,1.0,0.0,0.0,False,0.0
Those jeans look just like the pee pants my preschool made anyone who had an accident wear in 1987.,the pee pants,pant,pee,embarrass,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(5, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Let us have the man of business as cultured as the professional man, and the professional man as cultured as the man of means.",the man of means,man,mean,affluent,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 1)","(4, 4, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"a false smile and a true one may look alike , but they are as different as dusk from dawn .",dusk from dawn,dusk,dawn,opposite,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 5)",0.3333333333333333,0.3333333333333333,0.0,0.0,False,0.0
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,attached,emergent,"(emergent, emergent, component)","(5, 4, 5)","(3, 1, 4)","(5, 1, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Hot pockets' edges are always as hot as a million burning suns but the middle stays fucking frozen.,a million burning suns,sun,burn,intense,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 5)",0.11111111111111116,1.0,0.8888888888888888,0.8888888888888888,False,0.8888888888888888
the fortyfoot fall to the hard marble below would prove just as deadly as a slug in the head .,a slug in the head,slug,head,lethal,emergent,"(component, emergent, emergent)","(5, 5, 4)","(1, 2, 4)","(1, 4, 3)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111
"If you think that both of these guys are equally assholes, you're just as sad as the sandwich thrower.",the sandwich thrower,sandwich,thrower,irresponsible,emergent,"(emergent, emergent, emergent)","(4, 4, 2)","(1, 1, 1)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"rest it against the damn doorframe , eddie youre about as stable as a deer on rollerskates .",a deer on rollerskates,deer,rollerskate,clumsy,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 3)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
